"seqnames"	"start"	"end"	"width"	"strand"	"source"	"type"	"score"	"phase"	"gene_id"	"gene_type"	"gene_name"	"level"	"mgi_id"	"havana_gene"	"OR_cluster"	"midpoint"	"Class"
"276"	"chr2"	87091195	87096008	4814	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075161.3"	"protein_coding"	"Olfr1109"	2	"MGI:3030943"	"OTTMUSG00000013779.4"	"OR-Cluster-38"	87093601.5	"II"
"277"	"chr2"	87104578	87114567	9990	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075160.3"	"protein_coding"	"Olfr259"	2	"MGI:3030093"	"OTTMUSG00000013792.4"	"OR-Cluster-38"	87109572.5	"II"
"278"	"chr2"	87133673	87140300	6628	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075159.5"	"protein_coding"	"Olfr1110"	2	"MGI:3030944"	"OTTMUSG00000013793.5"	"OR-Cluster-38"	87136986.5	"II"
"279"	"chr2"	87149181	87152624	3444	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075158.5"	"protein_coding"	"Olfr1111"	2	"MGI:3030945"	"OTTMUSG00000013788.5"	"OR-Cluster-38"	87150902.5	"II"
"280"	"chr2"	87523482	87524373	892	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000083267.2"	"unprocessed_pseudogene"	"Olfr1127-ps1"	2	"MGI:3030961"	"OTTMUSG00000013803.2"	"OR-Cluster-38"	87523927.5	"II"
"281"	"chr2"	87544607	87545542	936	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075156.4"	"protein_coding"	"Olfr1128"	2	"MGI:3030962"	"OTTMUSG00000013839.3"	"OR-Cluster-38"	87545074.5	"II"
"282"	"chr2"	87632583	87637535	4953	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000068818.5"	"protein_coding"	"Olfr1132"	2	"MGI:3030966"	"OTTMUSG00000013831.3"	"OR-Cluster-38"	87635059	"II"
"283"	"chr2"	87645180	87647374	2195	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075155.2"	"protein_coding"	"Olfr1133"	2	"MGI:3030967"	"OTTMUSG00000013842.3"	"OR-Cluster-38"	87646277	"II"
"284"	"chr2"	87655673	87658460	2788	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000111747.2"	"protein_coding"	"Olfr1134"	2	"MGI:3030968"	"OTTMUSG00000013841.4"	"OR-Cluster-38"	87657066.5	"II"
"285"	"chr2"	87669835	87673664	3830	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075153.2"	"protein_coding"	"Olfr1135"	2	"MGI:3030969"	"OTTMUSG00000013832.3"	"OR-Cluster-38"	87671749.5	"II"
"286"	"chr2"	87692881	87693947	1067	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075151.6"	"protein_coding"	"Olfr1136"	2	"MGI:3030970"	"OTTMUSG00000013838.4"	"OR-Cluster-38"	87693414	"II"
"287"	"chr2"	87708873	87713179	4307	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075150.2"	"protein_coding"	"Olfr1137"	2	"MGI:3030971"	"OTTMUSG00000013845.3"	"OR-Cluster-38"	87711026	"II"
"288"	"chr2"	87736747	87739978	3232	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075149.2"	"protein_coding"	"Olfr1138"	2	"MGI:3030972"	"OTTMUSG00000013849.3"	"OR-Cluster-38"	87738362.5	"II"
"289"	"chr2"	87753056	87753991	936	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075148.1"	"protein_coding"	"Olfr1141"	2	"MGI:3030975"	"OTTMUSG00000013833.2"	"OR-Cluster-38"	87753523.5	"II"
"290"	"chr2"	87808344	87808671	328	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000082227.4"	"unprocessed_pseudogene"	"Olfr1144-ps1"	2	"MGI:3030978"	"OTTMUSG00000013867.2"	"OR-Cluster-38"	87808507.5	"II"
"291"	"chr2"	87901256	87905166	3911	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075146.2"	"protein_coding"	"Olfr1154"	2	"MGI:3030988"	"OTTMUSG00000013865.3"	"OR-Cluster-38"	87903211	"II"
"292"	"chr2"	87941645	87945137	3493	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075145.2"	"protein_coding"	"Olfr1155"	2	"MGI:3030989"	"OTTMUSG00000013873.3"	"OR-Cluster-38"	87943391	"II"
"293"	"chr2"	87947053	87953100	6048	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075144.5"	"protein_coding"	"Olfr1156"	2	"MGI:3030990"	"OTTMUSG00000013870.4"	"OR-Cluster-38"	87950076.5	"II"
"294"	"chr2"	87958485	87968299	9815	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075143.5"	"protein_coding"	"Olfr1157"	2	"MGI:3030991"	"OTTMUSG00000013878.5"	"OR-Cluster-38"	87963392	"II"
"295"	"chr2"	87973707	87974663	957	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075142.1"	"protein_coding"	"Olfr74"	2	"MGI:2151909"	"OTTMUSG00000013890.2"	"OR-Cluster-38"	87974185	"II"
"296"	"chr2"	87998277	87999189	913	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000081345.2"	"unprocessed_pseudogene"	"Olfr1159-ps1"	2	"MGI:3030993"	"OTTMUSG00000013889.2"	"OR-Cluster-38"	87998733	"II"
"297"	"chr2"	88000927	88008268	7342	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075141.5"	"protein_coding"	"Olfr1160"	2	"MGI:3030994"	"OTTMUSG00000013903.5"	"OR-Cluster-38"	88004597.5	"II"
"298"	"chr2"	88032288	88037699	5412	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075140.4"	"protein_coding"	"Olfr73"	2	"MGI:2151908"	"OTTMUSG00000013902.4"	"OR-Cluster-38"	88034993.5	"II"
"299"	"chr2"	88045920	88051129	5210	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075139.3"	"protein_coding"	"Olfr1162"	2	"MGI:3030996"	"OTTMUSG00000013905.6"	"OR-Cluster-38"	88048524.5	"II"
"300"	"chr2"	88069817	88071830	2014	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075137.4"	"protein_coding"	"Olfr1163"	2	"MGI:3030997"	"OTTMUSG00000013904.4"	"OR-Cluster-38"	88070823.5	"II"
"301"	"chr2"	88092855	88093966	1112	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075136.4"	"protein_coding"	"Olfr1164"	2	"MGI:3030998"	"OTTMUSG00000013907.3"	"OR-Cluster-38"	88093410.5	"II"
"302"	"chr2"	88101036	88101985	950	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000046590.3"	"polymorphic_pseudogene"	"Olfr1165-ps"	2	"MGI:3030999"	"OTTMUSG00000013906.2"	"OR-Cluster-38"	88101510.5	"II"
"303"	"chr2"	88123360	88128272	4913	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000101078.3"	"protein_coding"	"Olfr1166"	2	"MGI:3031000"	"OTTMUSG00000013908.5"	"OR-Cluster-38"	88125816	"II"
"304"	"chr2"	88146150	88155193	9044	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000100899.2"	"protein_coding"	"Olfr1167"	2	"MGI:3031001"	"OTTMUSG00000013947.4"	"OR-Cluster-38"	88150671.5	"II"
"305"	"chr2"	88222098	88228334	6237	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075133.2"	"protein_coding"	"Olfr1170"	2	"MGI:3031004"	"OTTMUSG00000013945.3"	"OR-Cluster-38"	88225216	"II"
"306"	"chr2"	88252643	88258690	6048	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000082010.3"	"transcribed_unprocessed_pseudogene"	"Olfr1171-ps1"	2	"MGI:3031005"	"OTTMUSG00000013943.4"	"OR-Cluster-38"	88255666.5	"II"
"307"	"chr2"	88264173	88264364	192	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000082237.2"	"unprocessed_pseudogene"	"Olfr1172-ps1"	2	"MGI:3031006"	"OTTMUSG00000013938.2"	"OR-Cluster-38"	88264268.5	"II"
"308"	"chr2"	88273040	88279875	6836	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075132.2"	"protein_coding"	"Olfr1173"	2	"MGI:3031007"	"OTTMUSG00000013942.3"	"OR-Cluster-38"	88276457.5	"II"
"309"	"chr2"	88310284	88315135	4852	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000080713.3"	"protein_coding"	"Olfr1174"	2	"MGI:3031008"	"OTTMUSG00000013944.4"	"OR-Cluster-38"	88312709.5	"II"
"310"	"chr2"	88318194	88327215	9022	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000083855.6"	"protein_coding"	"Olfr1175"	2	"MGI:3031009"	"OTTMUSG00000013948.3"	"OR-Cluster-38"	88322704.5	"II"
"311"	"chr2"	88342132	88346492	4361	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075128.7"	"protein_coding"	"Olfr1177-ps"	2	"MGI:3031011"	"OTTMUSG00000013940.4"	"OR-Cluster-38"	88344312	"II"
"312"	"chr2"	88401859	88406453	4595	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075127.2"	"protein_coding"	"Olfr1179"	2	"MGI:3031013"	"OTTMUSG00000013981.3"	"OR-Cluster-38"	88404156	"II"
"313"	"chr2"	88410649	88419151	8503	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000081836.3"	"protein_coding"	"Olfr1180"	2	"MGI:3031014"	"OTTMUSG00000013976.4"	"OR-Cluster-38"	88414900	"II"
"314"	"chr2"	88420321	88426171	5851	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075125.2"	"protein_coding"	"Olfr1181"	2	"MGI:3031015"	"OTTMUSG00000013992.4"	"OR-Cluster-38"	88423246	"II"
"315"	"chr2"	88442814	88449131	6318	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000090097.8"	"protein_coding"	"Olfr1182"	2	"MGI:3031370"	"OTTMUSG00000013980.4"	"OR-Cluster-38"	88445972.5	"II"
"316"	"chr2"	88540114	88540447	334	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000068810.5"	"unprocessed_pseudogene"	"Olfr1187-ps1"	2	"MGI:3031021"	"OTTMUSG00000063239.1"	"OR-Cluster-38"	88540280.5	"II"
"317"	"chr2"	88681455	88689187	7733	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075121.2"	"protein_coding"	"Olfr1195"	2	"MGI:3031029"	"OTTMUSG00000013993.4"	"OR-Cluster-38"	88685321	"II"
"318"	"chr2"	88697303	88704597	7295	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075120.4"	"protein_coding"	"Olfr1196"	2	"MGI:3031030"	"OTTMUSG00000013995.4"	"OR-Cluster-38"	88700950	"II"
"319"	"chr2"	88726903	88732366	5464	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075119.2"	"protein_coding"	"Olfr1197"	2	"MGI:3031031"	"OTTMUSG00000014002.3"	"OR-Cluster-38"	88729634.5	"II"
"320"	"chr2"	88743970	88751370	7401	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075117.3"	"protein_coding"	"Olfr1198"	2	"MGI:3031032"	"OTTMUSG00000014000.5"	"OR-Cluster-38"	88747670	"II"
"321"	"chr2"	88754195	88760469	6275	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000089892.3"	"protein_coding"	"Olfr1199"	2	"MGI:3031033"	"OTTMUSG00000014003.5"	"OR-Cluster-38"	88757332	"II"
"322"	"chr2"	88763511	88770488	6978	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075115.3"	"protein_coding"	"Olfr1200"	2	"MGI:3031034"	"OTTMUSG00000014049.4"	"OR-Cluster-38"	88766999.5	"II"
"323"	"chr2"	88895575	88902311	6737	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075114.4"	"protein_coding"	"Olfr1208"	2	"MGI:3031042"	"OTTMUSG00000014041.4"	"OR-Cluster-38"	88898943	"II"
"324"	"chr2"	88904942	88915157	10216	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075113.2"	"protein_coding"	"Olfr1209"	2	"MGI:3031043"	"OTTMUSG00000014051.4"	"OR-Cluster-38"	88910049.5	"II"
"325"	"chr2"	88926876	88938111	11236	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075112.2"	"protein_coding"	"Olfr1211"	2	"MGI:3031045"	"OTTMUSG00000014046.5"	"OR-Cluster-38"	88932493.5	"II"
"326"	"chr2"	88972055	88980281	8227	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075111.11"	"protein_coding"	"Olfr1213"	2	"MGI:3031047"	"OTTMUSG00000014040.5"	"OR-Cluster-38"	88976168	"II"
"327"	"chr2"	88986479	88992653	6175	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075110.2"	"protein_coding"	"Olfr1214"	2	"MGI:3031048"	"OTTMUSG00000014044.3"	"OR-Cluster-38"	88989566	"II"
"328"	"chr2"	89000021	89006973	6953	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000100016.3"	"protein_coding"	"Olfr1215"	2	"MGI:3031049"	"OTTMUSG00000014039.5"	"OR-Cluster-38"	89003497	"II"
"329"	"chr2"	89007563	89018340	10778	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075107.3"	"protein_coding"	"Olfr1216"	2	"MGI:3031050"	"OTTMUSG00000014069.4"	"OR-Cluster-38"	89012951.5	"II"
"330"	"chr2"	89021336	89032065	10730	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000101391.3"	"protein_coding"	"Olfr1217"	2	"MGI:3031051"	"OTTMUSG00000014068.4"	"OR-Cluster-38"	89026700.5	"II"
"331"	"chr2"	89052296	89061187	8892	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075105.3"	"protein_coding"	"Olfr1218"	2	"MGI:3031052"	"OTTMUSG00000014063.4"	"OR-Cluster-38"	89056741.5	"II"
"332"	"chr2"	89072241	89083513	11273	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075104.3"	"protein_coding"	"Olfr1219"	2	"MGI:3031053"	"OTTMUSG00000014066.3"	"OR-Cluster-38"	89077877	"II"
"333"	"chr2"	89094188	89106835	12648	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000101480.3"	"protein_coding"	"Olfr1220"	2	"MGI:3031054"	"OTTMUSG00000014064.4"	"OR-Cluster-38"	89100511.5	"II"
"334"	"chr2"	89109086	89117283	8198	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075102.2"	"protein_coding"	"Olfr1221"	2	"MGI:3031055"	"OTTMUSG00000014065.4"	"OR-Cluster-38"	89113184.5	"II"
"335"	"chr2"	89122885	89133054	10170	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075101.4"	"protein_coding"	"Olfr1222"	2	"MGI:3031056"	"OTTMUSG00000014019.7"	"OR-Cluster-38"	89127969.5	"II"
"336"	"chr2"	89143508	89151560	8053	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075100.4"	"protein_coding"	"Olfr1223"	2	"MGI:3031057"	"OTTMUSG00000014022.4"	"OR-Cluster-38"	89147534	"II"
"337"	"chr2"	89155336	89164091	8756	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075099.2"	"protein_coding"	"Olfr1224-ps1"	2	"MGI:3031058"	"OTTMUSG00000014018.4"	"OR-Cluster-38"	89159713.5	"II"
"338"	"chr2"	89168380	89174669	6290	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000101918.2"	"protein_coding"	"Olfr1225"	2	"MGI:3031059"	"OTTMUSG00000014017.4"	"OR-Cluster-38"	89171524.5	"II"
"339"	"chr2"	89188839	89200048	11210	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075097.3"	"protein_coding"	"Olfr1226"	2	"MGI:3031060"	"OTTMUSG00000014016.5"	"OR-Cluster-38"	89194443.5	"II"
"340"	"chr2"	89242846	89243773	928	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000111460.1"	"unprocessed_pseudogene"	"Olfr1227-ps1"	2	"MGI:3031061"	"OTTMUSG00000063319.1"	"OR-Cluster-38"	89243309.5	"II"
"341"	"chr2"	89247964	89254062	6099	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000099486.3"	"protein_coding"	"Olfr1228"	2	"MGI:3031062"	"OTTMUSG00000014023.4"	"OR-Cluster-38"	89251013	"II"
"342"	"chr2"	89280476	89288014	7539	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075095.5"	"protein_coding"	"Olfr1229"	2	"MGI:3031063"	"OTTMUSG00000014014.6"	"OR-Cluster-38"	89284245	"II"
"343"	"chr2"	89296351	89297268	918	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075094.1"	"protein_coding"	"Olfr1230"	2	"MGI:3031064"	"OTTMUSG00000014020.2"	"OR-Cluster-38"	89296809.5	"II"
"344"	"chr2"	89299786	89307074	7289	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075093.3"	"protein_coding"	"Olfr1231"	2	"MGI:3031065"	"OTTMUSG00000014015.5"	"OR-Cluster-38"	89303430	"II"
"345"	"chr2"	89324989	89329675	4687	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075092.2"	"protein_coding"	"Olfr1232"	2	"MGI:3031066"	"OTTMUSG00000014159.4"	"OR-Cluster-38"	89327332	"II"
"346"	"chr2"	89333208	89342398	9191	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075091.5"	"protein_coding"	"Olfr1233"	2	"MGI:3031067"	"OTTMUSG00000014152.5"	"OR-Cluster-38"	89337803	"II"
"347"	"chr2"	89360013	89364865	4853	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075090.4"	"protein_coding"	"Olfr1234"	2	"MGI:3031068"	"OTTMUSG00000014156.3"	"OR-Cluster-38"	89362439	"II"
"348"	"chr2"	89384882	89390230	5349	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000084295.2"	"unprocessed_pseudogene"	"Olfr1235-ps1"	2	"MGI:3031069"	"OTTMUSG00000014160.2"	"OR-Cluster-38"	89387556	"II"
"349"	"chr2"	89401991	89409676	7686	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000111517.1"	"protein_coding"	"Olfr1238"	2	"MGI:3031072"	"OTTMUSG00000014161.4"	"OR-Cluster-38"	89405833.5	"II"
"350"	"chr2"	89417030	89420407	3378	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075088.2"	"protein_coding"	"Olfr1239"	2	"MGI:3031073"	"OTTMUSG00000014149.4"	"OR-Cluster-38"	89418718.5	"II"
"351"	"chr2"	89436296	89443000	6705	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000111174.1"	"protein_coding"	"Olfr1240"	2	"MGI:3031074"	"OTTMUSG00000014153.4"	"OR-Cluster-38"	89439648	"II"
"352"	"chr2"	89481314	89487126	5813	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075086.2"	"protein_coding"	"Olfr1241"	2	"MGI:3031075"	"OTTMUSG00000014154.3"	"OR-Cluster-38"	89484220	"II"
"353"	"chr2"	89492380	89498335	5956	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075085.6"	"protein_coding"	"Olfr1242"	2	"MGI:3031076"	"OTTMUSG00000014147.6"	"OR-Cluster-38"	89495357.5	"II"
"354"	"chr2"	89525889	89531487	5599	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075084.3"	"protein_coding"	"Olfr1243"	2	"MGI:3031077"	"OTTMUSG00000014157.4"	"OR-Cluster-38"	89528688	"II"
"355"	"chr2"	89537483	89538165	683	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000111029.1"	"unprocessed_pseudogene"	"Olfr1244-ps1"	2	"MGI:3031078"	"OTTMUSG00000063321.1"	"OR-Cluster-38"	89537824	"II"
"356"	"chr2"	89573406	89578447	5042	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000111456.1"	"protein_coding"	"Olfr1245"	2	"MGI:3031079"	"OTTMUSG00000014155.4"	"OR-Cluster-38"	89575926.5	"II"
"357"	"chr2"	89586141	89593157	7017	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000111715.1"	"protein_coding"	"Olfr1246"	2	"MGI:3031080"	"OTTMUSG00000014151.4"	"OR-Cluster-38"	89589649	"II"
"358"	"chr2"	89604959	89614130	9172	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075081.6"	"protein_coding"	"Olfr1247"	2	"MGI:3031081"	"OTTMUSG00000014150.6"	"OR-Cluster-38"	89609544.5	"II"
"359"	"chr2"	89617168	89618245	1078	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000111239.1"	"protein_coding"	"Olfr1248"	2	"MGI:3031082"	"OTTMUSG00000014158.3"	"OR-Cluster-38"	89617706.5	"II"
"360"	"chr2"	89628902	89634983	6082	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075079.3"	"protein_coding"	"Olfr1249"	2	"MGI:3031083"	"OTTMUSG00000014146.4"	"OR-Cluster-38"	89631942.5	"II"
"361"	"chr2"	89653773	89661467	7695	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075078.5"	"protein_coding"	"Olfr1250"	2	"MGI:3031084"	"OTTMUSG00000014148.6"	"OR-Cluster-38"	89657620	"II"
"362"	"chr2"	89665870	89671936	6067	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000111567.1"	"protein_coding"	"Olfr1251"	2	"MGI:3031085"	"OTTMUSG00000014145.4"	"OR-Cluster-38"	89668903	"II"
"363"	"chr2"	89719575	89725012	5438	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000110819.1"	"protein_coding"	"Olfr1252"	2	"MGI:3031086"	"OTTMUSG00000014169.4"	"OR-Cluster-38"	89722293.5	"II"
"364"	"chr2"	89749467	89757090	7624	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075075.2"	"protein_coding"	"Olfr1253"	2	"MGI:3031393"	"OTTMUSG00000014168.3"	"OR-Cluster-38"	89753278.5	"II"
"365"	"chr2"	89787325	89793619	6295	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075074.3"	"protein_coding"	"Olfr1254"	2	"MGI:3031088"	"OTTMUSG00000014230.4"	"OR-Cluster-38"	89790472	"II"
"366"	"chr2"	89825311	89841555	16245	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075073.3"	"protein_coding"	"Olfr1256"	2	"MGI:3031090"	"OTTMUSG00000014228.5"	"OR-Cluster-38"	89833433	"II"
"367"	"chr2"	89841793	89848205	6413	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075072.3"	"protein_coding"	"Olfr48"	2	"MGI:1333765"	"OTTMUSG00000014237.5"	"OR-Cluster-38"	89844999	"II"
"368"	"chr2"	89940532	89948664	8133	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000068806.5"	"protein_coding"	"Olfr1259"	2	"MGI:3031093"	"OTTMUSG00000014218.4"	"OR-Cluster-38"	89944598	"II"
"369"	"chr2"	90018526	90025577	7052	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075069.3"	"protein_coding"	"Olfr1264"	2	"MGI:3031098"	"OTTMUSG00000014235.4"	"OR-Cluster-38"	90022051.5	"II"
"370"	"chr2"	90049380	90063594	14215	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075068.3"	"protein_coding"	"Olfr140"	2	"MGI:2177523"	"OTTMUSG00000014233.4"	"OR-Cluster-38"	90056487	"II"
"371"	"chr2"	90065815	90065994	180	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000111071.1"	"unprocessed_pseudogene"	"Olfr1266-ps1"	2	"MGI:3031100"	"OTTMUSG00000063387.1"	"OR-Cluster-38"	90065904.5	"II"
"372"	"chr2"	90085530	90086459	930	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075067.4"	"polymorphic_pseudogene"	"Olfr1267-ps1"	2	"MGI:3031101"	"OTTMUSG00000014219.2"	"OR-Cluster-38"	90085994.5	"II"
"373"	"chr2"	90109095	90115023	5929	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000082574.3"	"polymorphic_pseudogene"	"Olfr1268-ps1"	2	"MGI:3031102"	"OTTMUSG00000014221.3"	"OR-Cluster-38"	90112059	"II"
"374"	"chr2"	90116187	90121412	5226	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000084336.2"	"protein_coding"	"Olfr1269"	2	"MGI:3031103"	"OTTMUSG00000014223.4"	"OR-Cluster-38"	90118799.5	"II"
"375"	"chr2"	90136273	90142296	6024	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075066.7"	"protein_coding"	"Olfr32"	2	"MGI:109303"	"OTTMUSG00000014225.5"	"OR-Cluster-38"	90139284.5	"II"
"376"	"chr2"	90145255	90153091	7837	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075065.5"	"protein_coding"	"Olfr1270"	2	"MGI:3031104"	"OTTMUSG00000014226.4"	"OR-Cluster-38"	90149173	"II"
"377"	"chr2"	90220178	90224493	4316	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075064.5"	"protein_coding"	"Olfr1506"	2	"MGI:3031340"	"OTTMUSG00000014234.5"	"OR-Cluster-38"	90222335.5	"II"
"378"	"chr2"	90250130	90257592	7463	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075063.2"	"protein_coding"	"Olfr142"	2	"MGI:2177525"	"OTTMUSG00000014222.3"	"OR-Cluster-38"	90253861	"II"
"379"	"chr2"	90260546	90271032	10487	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075062.4"	"protein_coding"	"Olfr1271"	2	"MGI:3031105"	"OTTMUSG00000014224.4"	"OR-Cluster-38"	90265789	"II"
"380"	"chr2"	90280263	90292841	12579	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000075061.2"	"protein_coding"	"Olfr1272"	2	"MGI:3031106"	"OTTMUSG00000014229.3"	"OR-Cluster-38"	90286552	"II"
"381"	"chr2"	90292234	90298714	6481	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000080809.3"	"polymorphic_pseudogene"	"Olfr1273-ps"	2	"MGI:3031107"	"OTTMUSG00000014227.4"	"OR-Cluster-38"	90295474	"II"
"382"	"chr2"	111230360	111235286	4927	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000074966.5"	"protein_coding"	"Olfr1275"	2	"MGI:3031109"	"OTTMUSG00000015189.4"	"OR-Cluster-39"	111232823	"II"
"383"	"chr2"	111264946	111274106	9161	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000074965.5"	"protein_coding"	"Olfr1277"	2	"MGI:3031111"	"OTTMUSG00000015192.4"	"OR-Cluster-39"	111269526	"II"
"384"	"chr2"	111335159	111336076	918	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000096554.1"	"protein_coding"	"Olfr1282"	2	"MGI:3031116"	"OTTMUSG00000015185.2"	"OR-Cluster-39"	111335617.5	"II"
